id,obsnum,choice,hev,phev10,phev20,phev40,bev75,bev100,bev150,phevFastcharge,bevFastcharge,price,opCost,accelTime,american,japanese,chinese,skorean,weights
143,2131,1,0,0,0,1,0,0,0,1,0,14.129,12.31,11,0,0,0,1,0.2
143,2131,0,0,1,0,0,0,0,0,0,0,20.408,12.31,9,0,0,0,1,0.2
143,2132,0,0,1,0,0,0,0,0,1,0,9.419,8.54,15,0,0,0,0,0.2
143,2132,0,0,0,0,0,0,1,0,0,1,9.419,15.32,15,0,0,0,1,0.2
143,2132,1,0,1,0,0,0,0,0,0,0,9.419,8.54,11,0,0,0,0,0.2
143,2133,1,0,0,0,1,0,0,0,1,0,9.419,12.31,11,0,0,0,0,0.2
143,2133,0,0,0,0,1,0,0,0,1,0,9.419,8.54,13,0,1,0,0,0.2
143,2133,0,0,1,0,0,0,0,0,0,0,14.129,10.55,13,0,1,0,0,0.2
143,2134,1,0,0,0,0,0,0,1,0,1,14.129,12.31,9,0,0,0,0,0.2
143,2134,0,0,0,0,0,1,0,0,0,0,39.246,8.54,15,1,0,0,0,0.2
143,2134,0,0,0,0,0,0,0,0,0,0,39.246,15.32,13,0,0,0,1,0.2
143,2135,0,1,0,0,0,0,0,0,0,0,26.688,12.31,15,0,1,0,0,0.2
143,2135,0,0,0,0,0,1,0,0,0,0,14.129,12.31,13,1,0,0,0,0.2
143,2135,1,0,0,0,0,0,0,1,0,1,14.129,12.31,15,0,0,0,0,0.2
143,2136,0,0,0,0,1,0,0,0,0,0,26.688,15.32,13,0,0,0,0,0.2
143,2136,0,1,0,0,0,0,0,0,0,0,9.419,10.55,13,0,1,0,0,0.2
143,2136,1,0,0,0,0,0,0,0,0,0,9.419,8.54,9,0,0,0,0,0.2
143,2137,0,0,0,1,0,0,0,0,1,0,14.129,15.32,15,0,0,0,1,0.2
143,2137,0,0,1,0,0,0,0,0,1,0,26.688,8.54,13,0,0,0,0,0.2
143,2137,1,0,0,1,0,0,0,0,0,0,20.408,8.54,11,1,0,0,0,0.2
143,2138,0,0,0,0,0,1,0,0,0,0,39.246,10.55,9,0,1,0,0,0.2
143,2138,1,1,0,0,0,0,0,0,0,0,14.129,8.54,9,0,0,1,0,0.2
143,2138,0,0,0,0,0,0,0,0,0,0,14.129,15.32,13,0,0,0,0,0.2
143,2139,0,0,0,1,0,0,0,0,1,0,26.688,12.31,13,0,0,0,1,0.2
143,2139,0,0,0,1,0,0,0,0,0,0,39.246,12.31,9,1,0,0,0,0.2
143,2139,1,0,0,1,0,0,0,0,1,0,20.408,12.31,9,0,0,1,0,0.2
143,2140,0,0,0,0,0,1,0,0,0,0,26.688,10.55,13,0,1,0,0,0.2
143,2140,0,0,0,0,1,0,0,0,0,0,14.129,12.31,15,0,1,0,0,0.2
143,2140,1,0,0,0,0,0,1,0,0,1,26.688,10.55,9,0,0,1,0,0.2
143,2141,0,0,0,0,0,1,0,0,0,0,39.246,12.31,13,0,0,0,1,0.2
143,2141,0,0,0,1,0,0,0,0,1,0,26.688,8.54,11,0,1,0,0,0.2
143,2141,1,0,0,0,0,0,0,1,0,1,20.408,8.54,15,0,0,1,0,0.2
143,2142,0,0,0,0,0,0,0,1,0,0,26.688,10.55,15,0,0,0,0,0.2
143,2142,1,0,0,0,0,0,0,0,0,0,14.129,15.32,11,0,0,0,1,0.2
143,2142,0,0,0,0,1,0,0,0,0,0,14.129,15.32,13,0,0,1,0,0.2
143,2143,0,0,0,0,0,0,0,0,0,0,39.246,12.31,11,0,0,1,0,0.2
143,2143,1,1,0,0,0,0,0,0,0,0,9.419,8.54,9,0,0,1,0,0.2
143,2143,0,0,0,0,0,1,0,0,0,1,20.408,12.31,9,0,0,1,0,0.2
143,2144,0,0,0,1,0,0,0,0,0,0,9.419,12.31,13,0,1,0,0,0.2
143,2144,0,0,1,0,0,0,0,0,1,0,20.408,8.54,15,0,1,0,0,0.2
143,2144,1,0,0,0,0,0,0,0,0,0,9.419,12.31,9,0,0,0,1,0.2
143,2145,1,0,0,0,0,0,0,0,0,0,20.408,12.31,9,0,0,1,0,0.2
143,2145,0,0,0,1,0,0,0,0,0,0,9.419,10.55,13,1,0,0,0,0.2
143,2145,0,0,0,0,0,1,0,0,0,0,39.246,15.32,13,1,0,0,0,0.2
144,2146,1,0,0,0,0,0,1,0,0,1,14.129,12.31,9,0,1,0,0,0.2
144,2146,0,1,0,0,0,0,0,0,0,0,39.246,8.54,13,0,1,0,0,0.2
144,2146,0,0,0,1,0,0,0,0,1,0,39.246,12.31,11,0,0,1,0,0.2
144,2147,0,0,0,0,1,0,0,0,1,0,9.419,15.32,15,0,1,0,0,0.2
144,2147,0,0,0,0,0,0,1,0,0,1,14.129,15.32,11,0,0,0,1,0.2
144,2147,1,0,0,0,0,0,0,1,0,1,14.129,10.55,9,0,0,0,1,0.2
144,2148,0,0,0,0,0,0,1,0,0,1,26.688,15.32,9,0,0,0,0,0.2
144,2148,1,0,1,0,0,0,0,0,1,0,9.419,10.55,13,0,0,0,1,0.2
144,2148,0,0,0,0,0,1,0,0,0,1,26.688,12.31,9,0,1,0,0,0.2
144,2149,0,0,0,0,0,0,0,1,0,1,20.408,12.31,15,1,0,0,0,0.2
144,2149,0,0,0,1,0,0,0,0,0,0,39.246,8.54,15,0,1,0,0,0.2
144,2149,1,0,0,0,0,1,0,0,0,0,26.688,10.55,11,0,1,0,0,0.2
144,2150,1,0,0,0,0,0,0,0,0,0,14.129,8.54,11,0,0,0,0,0.2
144,2150,0,0,0,0,0,0,0,0,0,0,26.688,8.54,15,0,0,1,0,0.2
144,2150,0,0,1,0,0,0,0,0,1,0,20.408,15.32,11,0,0,1,0,0.2
144,2151,0,0,0,0,1,0,0,0,0,0,14.129,12.31,11,0,0,1,0,0.2
144,2151,1,0,0,0,0,0,0,1,0,1,9.419,12.31,15,0,0,0,0,0.2
144,2151,0,0,0,0,1,0,0,0,1,0,26.688,12.31,11,0,0,0,0,0.2
144,2152,1,0,1,0,0,0,0,0,1,0,39.246,10.55,9,0,1,0,0,0.2
144,2152,0,0,0,0,1,0,0,0,1,0,39.246,12.31,9,0,0,0,1,0.2
144,2152,0,0,0,1,0,0,0,0,1,0,20.408,15.32,11,0,0,0,1,0.2
144,2153,1,1,0,0,0,0,0,0,0,0,9.419,8.54,9,0,1,0,0,0.2
144,2153,0,0,1,0,0,0,0,0,1,0,9.419,10.55,13,0,1,0,0,0.2
144,2153,0,0,0,0,1,0,0,0,0,0,39.246,8.54,13,0,0,0,1,0.2
144,2154,0,0,0,0,0,0,1,0,0,1,26.688,15.32,13,1,0,0,0,0.2
144,2154,1,1,0,0,0,0,0,0,0,0,20.408,10.55,9,0,0,0,0,0.2
144,2154,0,0,0,0,1,0,0,0,1,0,20.408,8.54,15,0,1,0,0,0.2
144,2155,0,0,0,0,0,0,0,0,0,0,26.688,12.31,13,0,0,1,0,0.2
144,2155,1,0,0,1,0,0,0,0,1,0,14.129,10.55,15,0,0,1,0,0.2
144,2155,0,0,0,0,0,1,0,0,0,1,39.246,12.31,13,0,0,0,0,0.2
144,2156,1,0,0,0,0,0,0,1,0,1,9.419,15.32,9,1,0,0,0,0.2
144,2156,0,1,0,0,0,0,0,0,0,0,39.246,8.54,9,0,0,0,0,0.2
144,2156,0,0,0,0,0,0,0,1,0,1,14.129,15.32,13,0,1,0,0,0.2
144,2157,0,0,1,0,0,0,0,0,1,0,26.688,8.54,11,0,1,0,0,0.2
144,2157,1,0,0,0,1,0,0,0,1,0,14.129,12.31,13,0,0,0,0,0.2
144,2157,0,0,0,0,0,1,0,0,0,1,26.688,15.32,9,0,0,0,1,0.2
144,2158,1,0,0,0,1,0,0,0,1,0,9.419,12.31,11,0,0,0,1,0.2
144,2158,0,0,0,1,0,0,0,0,1,0,26.688,10.55,15,1,0,0,0,0.2
144,2158,0,0,0,0,0,1,0,0,0,0,9.419,12.31,11,0,0,1,0,0.2
144,2159,1,0,0,0,0,1,0,0,0,1,14.129,10.55,11,0,0,0,1,0.2
144,2159,0,0,0,0,1,0,0,0,0,0,39.246,10.55,11,0,0,0,1,0.2
144,2159,0,0,0,0,0,0,0,0,0,0,14.129,12.31,9,1,0,0,0,0.2
144,2160,0,0,0,0,0,1,0,0,0,0,9.419,12.31,11,0,0,0,1,0.2
144,2160,1,0,0,0,1,0,0,0,1,0,9.419,10.55,15,0,0,0,1,0.2
144,2160,0,0,0,0,0,0,1,0,0,0,14.129,12.31,13,0,0,0,0,0.2
145,2161,0,1,0,0,0,0,0,0,0,0,14.129,12.31,13,0,0,0,1,0.200251999
145,2161,0,0,0,0,0,0,0,1,0,0,39.246,10.55,11,0,0,0,0,0.200251999
145,2161,1,0,1,0,0,0,0,0,1,0,20.408,8.54,15,0,0,1,0,0.200251999
145,2162,1,0,0,0,0,0,1,0,0,1,9.419,10.55,15,0,0,0,0,0.200251999
145,2162,0,0,0,1,0,0,0,0,1,0,39.246,15.32,15,0,1,0,0,0.200251999
145,2162,0,0,0,0,1,0,0,0,1,0,26.688,8.54,15,1,0,0,0,0.200251999
145,2163,0,1,0,0,0,0,0,0,0,0,39.246,8.54,11,1,0,0,0,0.200251999
145,2163,0,0,0,0,1,0,0,0,1,0,9.419,8.54,15,0,0,0,1,0.200251999
145,2163,1,0,0,0,0,1,0,0,0,1,20.408,10.55,9,0,0,1,0,0.200251999
145,2164,0,0,0,0,0,0,0,1,0,1,14.129,8.54,13,0,0,1,0,0.200251999
145,2164,1,0,0,0,0,0,0,0,0,0,20.408,12.31,15,0,0,0,0,0.200251999
145,2164,0,0,0,0,0,0,0,1,0,0,39.246,15.32,15,0,0,1,0,0.200251999
145,2165,0,0,0,0,0,0,0,0,0,0,20.408,8.54,15,0,0,1,0,0.200251999
145,2165,0,0,1,0,0,0,0,0,0,0,20.408,12.31,15,0,1,0,0,0.200251999
145,2165,1,0,0,0,0,1,0,0,0,1,9.419,15.32,13,1,0,0,0,0.200251999
145,2166,0,1,0,0,0,0,0,0,0,0,9.419,8.54,9,0,1,0,0,0.200251999
145,2166,1,1,0,0,0,0,0,0,0,0,20.408,10.55,9,1,0,0,0,0.200251999
145,2166,0,0,0,0,0,0,0,0,0,0,20.408,10.55,11,0,1,0,0,0.200251999
145,2167,1,0,1,0,0,0,0,0,1,0,26.688,15.32,13,0,0,0,0,0.200251999
145,2167,0,0,0,0,0,1,0,0,0,1,39.246,10.55,11,1,0,0,0,0.200251999
145,2167,0,0,0,0,0,0,0,0,0,0,26.688,10.55,13,0,0,1,0,0.200251999
145,2168,0,1,0,0,0,0,0,0,0,0,26.688,8.54,13,0,1,0,0,0.200251999
145,2168,1,0,0,0,0,1,0,0,0,0,39.246,12.31,11,0,0,0,1,0.200251999
145,2168,0,0,0,0,1,0,0,0,0,0,39.246,8.54,15,1,0,0,0,0.200251999
145,2169,0,0,0,0,0,1,0,0,0,0,20.408,12.31,13,0,0,1,0,0.200251999
145,2169,0,0,0,1,0,0,0,0,0,0,9.419,8.54,9,0,0,0,1,0.200251999
145,2169,1,1,0,0,0,0,0,0,0,0,14.129,15.32,9,0,0,1,0,0.200251999
145,2170,1,1,0,0,0,0,0,0,0,0,14.129,8.54,9,0,1,0,0,0.200251999
145,2170,0,1,0,0,0,0,0,0,0,0,20.408,12.31,9,0,0,0,0,0.200251999
145,2170,0,1,0,0,0,0,0,0,0,0,39.246,8.54,9,0,0,0,1,0.200251999
145,2171,0,0,0,0,0,0,0,0,0,0,39.246,15.32,9,0,0,1,0,0.200251999
145,2171,0,0,0,0,0,1,0,0,0,1,14.129,15.32,9,0,0,1,0,0.200251999
145,2171,1,0,1,0,0,0,0,0,1,0,26.688,12.31,13,0,0,0,0,0.200251999
145,2172,1,0,0,0,1,0,0,0,1,0,14.129,12.31,13,0,0,1,0,0.200251999
145,2172,0,0,0,0,0,0,0,1,0,1,20.408,8.54,13,1,0,0,0,0.200251999
145,2172,0,0,0,1,0,0,0,0,0,0,9.419,8.54,13,0,0,0,1,0.200251999
145,2173,0,0,0,0,1,0,0,0,1,0,20.408,15.32,11,0,0,0,0,0.200251999
145,2173,1,0,0,0,0,0,0,0,0,0,26.688,12.31,9,0,0,0,0,0.200251999
145,2173,0,0,0,0,0,0,0,1,0,0,20.408,12.31,15,0,1,0,0,0.200251999
145,2174,0,0,0,0,0,1,0,0,0,0,26.688,10.55,13,0,0,0,0,0.200251999
145,2174,1,1,0,0,0,0,0,0,0,0,26.688,10.55,9,0,0,0,0,0.200251999
145,2174,0,1,0,0,0,0,0,0,0,0,26.688,15.32,15,0,0,0,0,0.200251999
145,2175,0,0,0,0,0,0,0,1,0,0,9.419,10.55,15,0,0,0,1,0.200251999
145,2175,1,0,0,1,0,0,0,0,1,0,14.129,8.54,11,0,1,0,0,0.200251999
145,2175,0,0,0,1,0,0,0,0,1,0,20.408,12.31,11,0,0,0,1,0.200251999
146,2176,0,0,1,0,0,0,0,0,1,0,39.246,12.31,11,0,1,0,0,0.2
146,2176,0,0,1,0,0,0,0,0,1,0,39.246,10.55,15,0,1,0,0,0.2
146,2176,1,1,0,0,0,0,0,0,0,0,39.246,10.55,11,0,0,0,0,0.2
146,2177,0,0,0,0,0,0,1,0,0,1,26.688,12.31,13,0,0,1,0,0.2
146,2177,0,0,0,0,0,0,0,1,0,0,39.246,8.54,11,0,0,0,1,0.2
146,2177,1,0,0,0,0,0,1,0,0,0,9.419,12.31,9,0,0,0,0,0.2
146,2178,0,0,0,0,0,1,0,0,0,1,26.688,10.55,11,0,1,0,0,0.2
146,2178,0,0,0,0,1,0,0,0,0,0,14.129,10.55,9,0,0,0,0,0.2
146,2178,1,0,0,1,0,0,0,0,1,0,9.419,10.55,9,0,0,0,1,0.2
146,2179,0,0,0,0,0,0,0,0,0,0,26.688,10.55,9,0,0,1,0,0.2
146,2179,1,0,0,0,0,0,1,0,0,1,14.129,10.55,11,0,0,0,1,0.2
146,2179,0,0,0,1,0,0,0,0,1,0,26.688,10.55,15,0,0,0,0,0.2
146,2180,0,0,0,0,0,0,1,0,0,0,9.419,10.55,11,0,1,0,0,0.2
146,2180,1,0,0,0,0,0,0,0,0,0,9.419,15.32,9,1,0,0,0,0.2
146,2180,0,0,0,0,0,1,0,0,0,1,26.688,15.32,11,0,0,0,0,0.2
146,2181,0,0,0,0,0,1,0,0,0,1,14.129,10.55,13,0,0,1,0,0.2
146,2181,0,0,0,0,0,0,0,1,0,0,9.419,15.32,11,1,0,0,0,0.2
146,2181,1,0,0,0,1,0,0,0,1,0,9.419,10.55,9,0,1,0,0,0.2
146,2182,0,0,0,0,0,0,1,0,0,1,26.688,15.32,11,0,1,0,0,0.2
146,2182,1,0,0,0,0,0,1,0,0,1,20.408,12.31,13,0,1,0,0,0.2
146,2182,0,0,1,0,0,0,0,0,1,0,26.688,12.31,15,0,0,1,0,0.2
146,2183,0,0,0,0,0,0,0,0,0,0,39.246,12.31,9,1,0,0,0,0.2
146,2183,0,1,0,0,0,0,0,0,0,0,20.408,8.54,15,0,0,0,1,0.2
146,2183,1,0,0,1,0,0,0,0,1,0,9.419,8.54,11,0,0,0,1,0.2
146,2184,0,1,0,0,0,0,0,0,0,0,14.129,15.32,15,1,0,0,0,0.2
146,2184,0,0,0,0,0,1,0,0,0,1,39.246,10.55,9,0,0,1,0,0.2
146,2184,1,0,0,0,0,1,0,0,0,0,9.419,15.32,9,1,0,0,0,0.2
146,2185,0,0,0,0,0,1,0,0,0,0,14.129,15.32,15,0,1,0,0,0.2
146,2185,0,0,1,0,0,0,0,0,1,0,20.408,10.55,13,0,0,1,0,0.2
146,2185,1,0,0,0,0,0,0,0,0,0,14.129,8.54,13,0,1,0,0,0.2
146,2186,1,0,0,0,0,0,0,0,0,0,26.688,8.54,9,0,1,0,0,0.2
146,2186,0,0,0,0,0,0,1,0,0,0,26.688,12.31,15,0,1,0,0,0.2
146,2186,0,0,0,0,0,1,0,0,0,0,26.688,15.32,11,1,0,0,0,0.2
146,2187,0,0,0,0,0,0,0,0,0,0,20.408,8.54,15,0,1,0,0,0.2
146,2187,0,0,0,0,0,0,0,1,0,0,9.419,15.32,13,0,0,0,0,0.2
146,2187,1,0,0,0,0,1,0,0,0,1,9.419,8.54,9,0,0,0,1,0.2
146,2188,1,0,0,0,1,0,0,0,0,0,26.688,8.54,11,0,0,0,1,0.2
146,2188,0,0,0,0,0,0,0,0,0,0,26.688,8.54,11,1,0,0,0,0.2
146,2188,0,1,0,0,0,0,0,0,0,0,14.129,10.55,15,0,0,1,0,0.2
146,2189,0,0,1,0,0,0,0,0,0,0,39.246,8.54,15,0,0,0,1,0.2
146,2189,0,0,0,0,0,1,0,0,0,1,14.129,15.32,11,0,0,1,0,0.2
146,2189,1,0,0,0,0,0,1,0,0,0,20.408,8.54,9,1,0,0,0,0.2
146,2190,0,0,0,0,1,0,0,0,1,0,14.129,15.32,9,0,0,0,0,0.2
146,2190,0,0,0,0,1,0,0,0,1,0,39.246,12.31,11,0,0,1,0,0.2
146,2190,1,0,0,0,0,0,1,0,0,1,26.688,12.31,13,0,1,0,0,0.2
147,2191,1,0,0,0,0,1,0,0,0,0,9.419,10.55,13,0,1,0,0,1.424220078
147,2191,0,1,0,0,0,0,0,0,0,0,20.408,15.32,15,0,0,0,1,1.424220078
147,2191,0,0,0,0,0,0,0,1,0,0,39.246,12.31,13,1,0,0,0,1.424220078
147,2192,0,0,0,1,0,0,0,0,1,0,20.408,12.31,15,0,1,0,0,1.424220078
147,2192,0,0,0,0,0,1,0,0,0,0,39.246,8.54,11,1,0,0,0,1.424220078
147,2192,1,0,0,0,0,0,0,1,0,0,9.419,8.54,15,1,0,0,0,1.424220078
147,2193,0,0,0,1,0,0,0,0,1,0,26.688,10.55,15,0,1,0,0,1.424220078
147,2193,0,1,0,0,0,0,0,0,0,0,9.419,15.32,9,0,0,1,0,1.424220078
147,2193,1,0,0,0,0,0,0,0,0,0,9.419,8.54,9,0,0,0,1,1.424220078
147,2194,1,0,0,0,0,0,1,0,0,1,9.419,12.31,11,0,0,1,0,1.424220078
147,2194,0,0,0,0,0,0,1,0,0,0,26.688,15.32,15,0,0,1,0,1.424220078
147,2194,0,0,0,0,0,1,0,0,0,0,26.688,10.55,11,0,0,1,0,1.424220078
147,2195,1,0,0,0,0,0,0,1,0,0,14.129,15.32,13,1,0,0,0,1.424220078
147,2195,0,0,1,0,0,0,0,0,1,0,26.688,8.54,11,0,0,0,0,1.424220078
147,2195,0,0,1,0,0,0,0,0,0,0,26.688,15.32,9,0,0,0,1,1.424220078
147,2196,0,0,0,1,0,0,0,0,1,0,26.688,12.31,15,0,0,0,1,1.424220078
147,2196,0,0,0,0,0,0,0,0,0,0,26.688,15.32,13,1,0,0,0,1.424220078
147,2196,1,0,0,1,0,0,0,0,0,0,20.408,12.31,15,1,0,0,0,1.424220078
147,2197,1,0,0,1,0,0,0,0,0,0,14.129,8.54,9,0,1,0,0,1.424220078
147,2197,0,0,0,0,0,1,0,0,0,1,26.688,8.54,15,0,0,0,0,1.424220078
147,2197,0,0,1,0,0,0,0,0,1,0,39.246,8.54,15,0,0,0,1,1.424220078
147,2198,1,0,0,0,0,0,0,0,0,0,14.129,8.54,11,0,0,1,0,1.424220078
147,2198,0,0,0,0,0,1,0,0,0,1,9.419,15.32,11,0,1,0,0,1.424220078
147,2198,0,1,0,0,0,0,0,0,0,0,9.419,10.55,15,1,0,0,0,1.424220078
147,2199,0,0,0,0,1,0,0,0,1,0,14.129,12.31,15,0,0,0,1,1.424220078
147,2199,0,0,0,0,1,0,0,0,1,0,14.129,10.55,13,0,0,1,0,1.424220078
147,2199,1,0,0,0,1,0,0,0,1,0,9.419,10.55,13,0,1,0,0,1.424220078
147,2200,1,0,0,1,0,0,0,0,1,0,9.419,10.55,11,0,0,1,0,1.424220078
147,2200,0,0,0,0,0,0,1,0,0,1,39.246,15.32,13,0,0,0,0,1.424220078
147,2200,0,0,0,0,0,0,0,0,0,0,14.129,15.32,11,1,0,0,0,1.424220078
147,2201,0,0,0,0,1,0,0,0,0,0,39.246,10.55,15,0,1,0,0,1.424220078
147,2201,1,0,0,0,1,0,0,0,0,0,9.419,12.31,13,0,0,1,0,1.424220078
147,2201,0,0,0,1,0,0,0,0,1,0,39.246,12.31,11,0,1,0,0,1.424220078
147,2202,0,0,0,0,1,0,0,0,1,0,20.408,10.55,13,0,1,0,0,1.424220078
147,2202,0,0,0,0,0,0,1,0,0,0,39.246,12.31,13,1,0,0,0,1.424220078
147,2202,1,0,0,1,0,0,0,0,0,0,14.129,10.55,11,0,0,0,1,1.424220078
147,2203,1,0,0,0,0,0,0,1,0,0,20.408,12.31,11,0,0,1,0,1.424220078
147,2203,0,0,0,0,0,0,1,0,0,1,9.419,12.31,13,0,0,1,0,1.424220078
147,2203,0,1,0,0,0,0,0,0,0,0,39.246,12.31,9,0,0,0,1,1.424220078
147,2204,0,0,0,0,0,0,1,0,0,0,26.688,10.55,11,0,0,1,0,1.424220078
147,2204,0,0,0,0,0,0,0,0,0,0,9.419,15.32,13,1,0,0,0,1.424220078
147,2204,1,0,0,1,0,0,0,0,1,0,20.408,8.54,11,0,1,0,0,1.424220078
147,2205,0,0,1,0,0,0,0,0,0,0,39.246,12.31,11,0,0,0,1,1.424220078
147,2205,1,1,0,0,0,0,0,0,0,0,26.688,12.31,11,0,0,0,0,1.424220078
147,2205,0,1,0,0,0,0,0,0,0,0,39.246,10.55,15,0,1,0,0,1.424220078
148,2206,0,1,0,0,0,0,0,0,0,0,20.408,12.31,9,0,0,0,1,0.2
148,2206,0,0,0,0,0,1,0,0,0,1,20.408,15.32,15,0,0,0,0,0.2
148,2206,1,0,0,0,0,0,0,1,0,0,14.129,12.31,9,0,0,0,1,0.2
148,2207,0,0,0,1,0,0,0,0,1,0,39.246,12.31,13,0,0,0,0,0.2
148,2207,0,0,0,0,1,0,0,0,1,0,20.408,15.32,11,0,0,0,1,0.2
148,2207,1,0,0,0,1,0,0,0,1,0,20.408,8.54,13,0,0,1,0,0.2
148,2208,0,0,0,0,0,0,0,1,0,0,39.246,15.32,11,0,0,0,0,0.2
148,2208,1,0,0,0,0,0,1,0,0,0,26.688,8.54,15,0,0,1,0,0.2
148,2208,0,0,0,0,1,0,0,0,0,0,39.246,12.31,11,0,1,0,0,0.2
148,2209,0,0,0,0,0,0,0,0,0,0,20.408,12.31,9,0,1,0,0,0.2
148,2209,0,0,0,0,0,0,0,0,0,0,26.688,10.55,15,0,0,0,1,0.2
148,2209,1,1,0,0,0,0,0,0,0,0,14.129,10.55,9,0,0,0,0,0.2
148,2210,0,0,0,0,1,0,0,0,0,0,26.688,15.32,15,0,0,1,0,0.2
148,2210,0,0,0,0,0,0,0,0,0,0,9.419,8.54,13,0,0,0,1,0.2
148,2210,1,0,0,0,0,0,0,1,0,0,14.129,10.55,9,1,0,0,0,0.2
148,2211,1,0,0,0,0,0,0,1,0,1,9.419,10.55,11,1,0,0,0,0.2
148,2211,0,0,1,0,0,0,0,0,1,0,9.419,10.55,15,0,0,0,0,0.2
148,2211,0,0,0,0,0,0,1,0,0,1,26.688,8.54,13,0,0,0,0,0.2
148,2212,0,0,0,0,0,1,0,0,0,0,26.688,10.55,13,0,0,0,0,0.2
148,2212,0,1,0,0,0,0,0,0,0,0,26.688,15.32,9,0,1,0,0,0.2
148,2212,1,0,0,0,0,0,1,0,0,0,14.129,8.54,15,0,0,0,0,0.2
148,2213,0,0,0,0,1,0,0,0,0,0,20.408,8.54,15,0,0,0,1,0.2
148,2213,1,0,0,0,0,0,0,1,0,0,9.419,12.31,13,1,0,0,0,0.2
148,2213,0,0,1,0,0,0,0,0,1,0,20.408,8.54,13,0,0,1,0,0.2
148,2214,0,1,0,0,0,0,0,0,0,0,20.408,12.31,11,0,1,0,0,0.2
148,2214,1,0,0,0,0,0,1,0,0,0,14.129,8.54,11,0,1,0,0,0.2
148,2214,0,0,0,0,0,0,1,0,0,0,39.246,8.54,15,0,0,0,0,0.2
148,2215,1,0,0,0,0,0,0,1,0,1,39.246,12.31,15,1,0,0,0,0.2
148,2215,0,0,1,0,0,0,0,0,0,0,39.246,12.31,15,0,0,1,0,0.2
148,2215,0,0,0,0,0,1,0,0,0,1,39.246,12.31,13,0,0,0,1,0.2
148,2216,1,0,0,0,0,1,0,0,0,1,9.419,10.55,13,0,0,0,0,0.2
148,2216,0,0,0,0,0,0,0,1,0,0,39.246,10.55,9,0,0,0,1,0.2
148,2216,0,0,0,0,0,0,0,0,0,0,26.688,10.55,9,0,1,0,0,0.2
148,2217,0,0,0,0,0,0,0,1,0,0,26.688,8.54,13,0,0,0,0,0.2
148,2217,0,0,0,0,1,0,0,0,1,0,14.129,8.54,13,0,0,0,1,0.2
148,2217,1,0,0,0,1,0,0,0,1,0,9.419,10.55,13,0,0,1,0,0.2
148,2218,1,0,0,0,0,0,0,0,0,0,20.408,12.31,11,0,1,0,0,0.2
148,2218,0,0,0,0,0,0,1,0,0,0,39.246,15.32,13,0,0,1,0,0.2
148,2218,0,0,0,0,0,0,0,0,0,0,26.688,12.31,15,0,0,0,1,0.2
148,2219,1,0,0,0,0,0,1,0,0,1,9.419,10.55,9,0,0,0,0,0.2
148,2219,0,1,0,0,0,0,0,0,0,0,14.129,15.32,15,0,0,0,1,0.2
148,2219,0,0,0,0,1,0,0,0,0,0,26.688,12.31,15,0,1,0,0,0.2
148,2220,1,0,0,0,0,0,0,1,0,0,14.129,8.54,9,0,0,0,1,0.2
148,2220,0,0,0,0,0,0,1,0,0,0,26.688,10.55,9,0,0,0,1,0.2
148,2220,0,0,0,0,0,0,0,1,0,1,14.129,15.32,9,0,0,1,0,0.2
149,2221,0,0,0,0,0,0,1,0,0,0,20.408,12.31,13,1,0,0,0,0.2
149,2221,1,0,1,0,0,0,0,0,1,0,9.419,10.55,9,0,0,1,0,0.2
149,2221,0,0,0,0,0,0,0,1,0,0,14.129,10.55,11,0,0,1,0,0.2
149,2222,1,0,0,0,0,0,1,0,0,1,9.419,10.55,13,0,0,0,1,0.2
149,2222,0,0,0,0,0,0,1,0,0,1,39.246,15.32,13,0,1,0,0,0.2
149,2222,0,0,0,0,1,0,0,0,0,0,20.408,8.54,9,0,0,0,0,0.2
149,2223,0,1,0,0,0,0,0,0,0,0,14.129,12.31,13,0,0,0,1,0.2
149,2223,1,1,0,0,0,0,0,0,0,0,14.129,12.31,11,1,0,0,0,0.2
149,2223,0,0,1,0,0,0,0,0,1,0,39.246,12.31,15,0,1,0,0,0.2
149,2224,0,0,0,0,0,0,1,0,0,1,26.688,10.55,13,1,0,0,0,0.2
149,2224,1,0,0,1,0,0,0,0,0,0,26.688,8.54,9,0,0,0,1,0.2
149,2224,0,0,0,0,0,0,0,0,0,0,20.408,12.31,13,0,1,0,0,0.2
149,2225,0,0,0,1,0,0,0,0,0,0,9.419,15.32,15,0,0,0,0,0.2
149,2225,1,1,0,0,0,0,0,0,0,0,9.419,12.31,15,0,1,0,0,0.2
149,2225,0,0,0,1,0,0,0,0,1,0,20.408,12.31,9,0,1,0,0,0.2
149,2226,0,0,0,0,0,0,0,0,0,0,20.408,10.55,11,0,1,0,0,0.2
149,2226,1,0,0,0,0,0,1,0,0,0,14.129,15.32,9,0,0,0,1,0.2
149,2226,0,0,0,0,0,0,0,0,0,0,20.408,8.54,13,0,0,1,0,0.2
149,2227,1,0,0,0,0,0,0,1,0,0,14.129,8.54,11,0,1,0,0,0.2
149,2227,0,0,0,1,0,0,0,0,1,0,14.129,8.54,15,1,0,0,0,0.2
149,2227,0,0,0,0,0,0,0,1,0,0,14.129,12.31,13,0,0,0,0,0.2
149,2228,0,0,0,0,0,0,0,1,0,1,14.129,8.54,13,1,0,0,0,0.2
149,2228,1,1,0,0,0,0,0,0,0,0,20.408,15.32,9,0,0,0,0,0.2
